epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,3238.31,0.59739,0.34259,0.9205,0.89827,0.91239,0.91198,0.7287,0.74256,0.50016,0.97321,0.000126598,0.000126598,0.000126598
181,3256.37,0.59798,0.34841,0.92284,0.89464,0.91487,0.91234,0.73065,0.74057,0.49709,0.97199,0.000121099,0.000121099,0.000121099
182,3275.71,0.59985,0.34582,0.92274,0.89697,0.91323,0.91124,0.73131,0.74074,0.49731,0.9726,0.0001156,0.0001156,0.0001156
183,3294.14,0.59298,0.34628,0.91911,0.90396,0.90656,0.912,0.73116,0.74548,0.49967,0.97299,0.0001101,0.0001101,0.0001101
184,3311.85,0.59795,0.33966,0.9217,0.89909,0.90908,0.91006,0.73048,0.74479,0.50289,0.97394,0.000104601,0.000104601,0.000104601
185,3329.54,0.5967,0.345,0.91982,0.88965,0.91346,0.91029,0.72923,0.74074,0.50321,0.9728,9.91012e-05,9.91012e-05,9.91012e-05
186,3347.07,0.5883,0.34312,0.91821,0.90301,0.90102,0.90919,0.72941,0.74063,0.49621,0.97298,9.36017e-05,9.36017e-05,9.36017e-05
187,3364.6,0.58942,0.34179,0.9164,0.89917,0.90283,0.90798,0.72691,0.74245,0.50015,0.97484,8.81023e-05,8.81023e-05,8.81023e-05
188,3382.12,0.5961,0.34445,0.91955,0.90083,0.90608,0.90676,0.73019,0.73984,0.50173,0.97695,8.26028e-05,8.26028e-05,8.26028e-05
189,3399.63,0.59602,0.34648,0.92521,0.9041,0.9072,0.90873,0.73142,0.73923,0.5003,0.97096,7.71034e-05,7.71034e-05,7.71034e-05
190,3417.37,0.59701,0.34548,0.92417,0.90051,0.90722,0.91019,0.7322,0.73936,0.5017,0.96954,7.1604e-05,7.1604e-05,7.1604e-05
191,3460.48,0.55785,0.2822,0.8832,0.9005,0.90855,0.90833,0.72776,0.73943,0.50085,0.97292,6.61045e-05,6.61045e-05,6.61045e-05
192,3477.95,0.53931,0.27391,0.88082,0.89517,0.90914,0.91078,0.72743,0.7433,0.50645,0.97312,6.06051e-05,6.06051e-05,6.06051e-05
193,3495.29,0.53468,0.27504,0.8766,0.89987,0.90916,0.91294,0.73116,0.74385,0.50336,0.97558,5.51056e-05,5.51056e-05,5.51056e-05
194,3512.69,0.53436,0.27585,0.87487,0.89522,0.91304,0.91091,0.72973,0.74394,0.50022,0.97521,4.96062e-05,4.96062e-05,4.96062e-05
195,3530.31,0.53396,0.27419,0.88119,0.89508,0.91041,0.91152,0.73096,0.74297,0.49938,0.97578,4.41067e-05,4.41067e-05,4.41067e-05
196,3547.62,0.53142,0.27525,0.87825,0.89508,0.91286,0.91272,0.7303,0.74246,0.50468,0.97763,3.86073e-05,3.86073e-05,3.86073e-05
197,3565.07,0.52317,0.27059,0.87638,0.88878,0.91955,0.91314,0.73139,0.74181,0.50281,0.97719,3.31078e-05,3.31078e-05,3.31078e-05
198,3582.38,0.52869,0.26798,0.87601,0.88777,0.91875,0.91132,0.73068,0.74168,0.49897,0.97633,2.76084e-05,2.76084e-05,2.76084e-05
199,3599.67,0.52351,0.26644,0.87592,0.88946,0.91709,0.91222,0.73179,0.7432,0.5005,0.97661,2.21089e-05,2.21089e-05,2.21089e-05
200,3616.98,0.52269,0.26912,0.87652,0.8911,0.91681,0.9123,0.73169,0.74388,0.50437,0.97759,1.66095e-05,1.66095e-05,1.66095e-05
